symbol,date,month,year,open,close,low,high,volume,return,daily_return,cum_return,sector
HDFCBANK,2024-09-20 05:30:00,2024-09,2024,1716.5,1741.2,1707.55,1744.95,30311693,0.014389746577337633,0.019139596136962256,1.154603627200691,BANKING
HDFCBANK,2024-09-23 05:30:00,2024-09,2024,1749.0,1759.8,1740.25,1766.35,13482675,0.0061749571183533185,0.010682288077188185,1.166937435761415,BANKING
HDFCBANK,2024-09-24 05:30:00,2024-09,2024,1765.0,1768.05,1754.25,1781.65,16519518,0.001728045325779011,0.004688032730992164,1.1724080766552847,BANKING
HDFCBANK,2024-09-25 05:30:00,2024-09,2024,1760.15,1779.1,1760.15,1788.0,15982656,0.010766127886827723,0.006249823251604836,1.1797354199131342,BANKING
HDFCBANK,2024-09-26 05:30:00,2024-09,2024,1773.05,1783.45,1768.05,1788.0,15949822,0.005865598826880286,0.002445056489236208,1.1826199396571746,BANKING
HDFCBANK,2024-09-27 05:30:00,2024-09,2024,1777.0,1752.65,1750.0,1778.2,17806751,-0.01370287000562741,-0.017269898230956815,1.162196213653395,BANKING
HDFCBANK,2024-09-30 05:30:00,2024-09,2024,1748.8,1732.05,1724.4,1751.45,13191767,-0.009577996340347667,-0.011753630217099853,1.1485361891183994,BANKING
HDFCBANK,2024-10-01 05:30:00,2024-10,2024,1724.0,1726.2,1720.1,1742.0,12286142,0.0012761020881670796,-0.0033775006495192494,1.1446570073936557,BANKING
HDFCBANK,2024-10-03 05:30:00,2024-10,2024,1715.65,1682.0,1673.35,1726.15,24236699,-0.01961355754378812,-0.025605375970339517,1.1153476343622575,BANKING
HDFCBANK,2024-10-04 05:30:00,2024-10,2024,1674.5,1657.65,1653.0,1690.65,24341616,-0.010062705285159694,-0.014476813317479187,1.099200954875503,BANKING
HDFCBANK,2024-10-07 05:30:00,2024-10,2024,1652.2,1617.8,1613.0,1659.0,47229148,-0.02082072388330716,-0.024040056706783774,1.0727761015881452,BANKING
HDFCBANK,2024-10-08 05:30:00,2024-10,2024,1630.0,1651.05,1622.0,1656.8,14867203,0.012914110429447824,0.02055260229941891,1.0948244421604074,BANKING
HDFCBANK,2024-10-09 05:30:00,2024-10,2024,1649.5,1633.15,1628.7,1656.75,20562821,-0.009912094574113312,-0.01084158565761173,1.0829548091906784,BANKING
HDFCBANK,2024-10-10 05:30:00,2024-10,2024,1639.0,1662.4,1632.5,1665.45,10877383,0.014276998169615675,0.017910173590913292,1.1023507178143979,BANKING
HDFCBANK,2024-10-11 05:30:00,2024-10,2024,1664.45,1651.0,1643.25,1664.45,11836297,-0.008080747394034093,-0.006857555341674759,1.0947912867610508,BANKING
HDFCBANK,2024-10-14 05:30:00,2024-10,2024,1656.05,1688.1,1654.0,1692.05,9263754,0.019353280396123277,0.022471229557843753,1.1193925930837856,BANKING
HDFCBANK,2024-10-15 05:30:00,2024-10,2024,1694.0,1684.1,1675.5,1698.0,9825565,-0.005844155844155898,-0.0023695278715716306,1.1167401611352428,BANKING
HDFCBANK,2024-10-16 05:30:00,2024-10,2024,1680.1,1699.8,1680.1,1707.95,10235341,0.011725492530206563,0.009322486788195583,1.1271509565332736,BANKING
HDFCBANK,2024-10-17 05:30:00,2024-10,2024,1694.95,1673.15,1665.2,1697.65,7347866,-0.012861736334405117,-0.01567831509589357,1.109479128676107,BANKING
HDFCBANK,2024-10-18 05:30:00,2024-10,2024,1663.1,1681.85,1654.1,1691.0,12404862,0.01127412663099032,0.005199772883483167,1.1152481681641875,BANKING
HDFCBANK,2024-10-21 05:30:00,2024-10,2024,1715.0,1728.7,1711.05,1748.15,23274177,0.007988338192419852,0.027856229747004857,1.1463147773614955,BANKING
HDFCBANK,2024-10-22 05:30:00,2024-10,2024,1730.05,1714.55,1710.7,1740.0,19437640,-0.008959278633565505,-0.00818534158616302,1.1369317993435253,BANKING
